SIFT_총시간,ip / tp,Inlier match count,tp / kp,tiepoint count,keypoint
10.254923582077026,0.7123287671232876,468,0.3908387864366449,657,1681
10.254923582077026,0.5434027777777778,313,0.2701688555347092,576,2132
10.254923582077026,0.5190562613430127,286,0.27358490566037735,551,2014
10.254923582077026,0.7565698478561549,547,0.33911819887429645,723,2132
10.254923582077026,0.571900826446281,346,0.3423882286361064,605,1767
10.254923582077026,0.351493848857645,200,0.27146946564885494,569,2096
10.254923582077026,0.5279503105590062,340,0.31677324151500247,644,2033
10.254923582077026,0.8154761904761905,685,0.39399624765478425,840,2132
10.254923582077026,0.590778097982709,410,0.325515947467167,694,2132
10.254923582077026,0.5046235138705416,382,0.32517182130584193,757,2328
10.254923582077026,0.662613981762918,436,0.3139312977099237,658,2096
10.254923582077026,0.5342261904761905,359,0.2594594594594595,672,2590
10.254923582077026,0.5650887573964497,382,0.24680540343190946,676,2739
10.254923582077026,0.7333333333333333,682,0.3590733590733591,930,2590
10.254923582077026,0.7456647398843931,645,0.3158086893026652,865,2739
10.254923582077026,0.5824175824175825,424,0.3127147766323024,728,2328
10.254923582077026,0.405,243,0.2862595419847328,600,2096
10.254923582077026,0.8524319868095631,1034,0.4428623585250091,1213,2739
10.254923582077026,0.685290763968073,601,0.33861003861003863,877,2590
10.254923582077026,0.43982808022922637,307,0.2694980694980695,698,2590
10.254923582077026,0.6955093099671413,635,0.3333333333333333,913,2739
10.254923582077026,0.46008708272859217,317,0.2515516611902154,689,2739
10.254923582077026,0.43342036553524804,332,0.2796641109894122,766,2739
10.254923582077026,0.4387617765814266,326,0.2712668857247171,743,2739
10.254923582077026,0.7220216606498195,600,0.35695876288659795,831,2328
10.254923582077026,0.47583081570996977,315,0.28436426116838487,662,2328
10.254923582077026,0.5475923852183651,489,0.308676114759765,893,2893
10.254923582077026,0.7463414634146341,612,0.4033448106246926,820,2033
10.254923582077026,0.4526627218934911,306,0.2754686226568867,676,2454
10.254923582077026,0.5573122529644269,423,0.29823182711198426,759,2545
10.254923582077026,0.770414201183432,651,0.3443357783211084,845,2454
10.254923582077026,0.5226537216828478,323,0.2454328832406672,618,2518
10.254923582077026,0.5561877667140825,391,0.28623778501628666,703,2456
10.254923582077026,0.6987542468856173,617,0.3506751389992057,883,2518
10.254923582077026,0.32305433186490456,220,0.26364692218350755,681,2583
10.254923582077026,0.45379310344827584,329,0.27102803738317754,725,2675
10.254923582077026,0.6988095238095238,587,0.3252032520325203,840,2583
10.254923582077026,0.3504273504273504,205,0.23232724384432088,585,2518
10.254923582077026,0.3748290013679891,274,0.2627606038820992,731,2782
10.254923582077026,0.6394472361809045,509,0.308168795973674,796,2583
10.254923582077026,0.3309982486865149,189,0.2210607820363918,571,2583
10.254923582077026,0.34408602150537637,224,0.2283409330059628,651,2851
10.254923582077026,0.5722222222222222,412,0.3052140737600678,720,2359
10.254923582077026,0.29245283018867924,186,0.22877697841726619,636,2780
10.254923582077026,0.2523076923076923,164,0.23662176920276665,650,2747
