KAZE_총시간,ip / tp,Inlier match count,tp / kp,tiepoint count,keypoint
9.107410430908203,0.9151079136690647,636,0.5003599712023038,695,1389
9.107410430908203,0.6613636363636364,291,0.3167746580273578,440,1389
9.107410430908203,0.6915887850467289,296,0.30813534917206625,428,1389
9.107410430908203,0.7917448405253283,422,0.37694483734087697,533,1414
9.107410430908203,0.7834179357021996,463,0.36822429906542054,591,1605
9.107410430908203,0.8166666666666667,441,0.3800140745953554,540,1421
9.107410430908203,0.8623188405797102,476,0.4246153846153846,552,1300
9.107410430908203,0.5105105105105106,170,0.2561538461538462,333,1300
9.107410430908203,0.7157894736842105,272,0.2923076923076923,380,1300
9.107410430908203,0.8170212765957446,384,0.36153846153846153,470,1300
9.107410430908203,0.8273092369477911,412,0.3521923620933522,498,1414
9.107410430908203,0.7525150905432596,374,0.30965732087227416,497,1605
9.107410430908203,0.7714884696016772,368,0.3356790992258973,477,1421
9.107410430908203,0.8073593073593074,373,0.4049079754601227,462,1141
9.107410430908203,0.7784090909090909,274,0.30850131463628394,352,1141
9.107410430908203,0.8678038379530917,407,0.4110429447852761,469,1141
9.107410430908203,0.7727272727272727,340,0.3500397772474145,440,1257
9.107410430908203,0.6415584415584416,247,0.2722772277227723,385,1414
9.107410430908203,0.7781155015197568,256,0.2945389435989257,329,1117
9.107410430908203,0.7615384615384615,198,0.24738344433872503,260,1051
9.107410430908203,0.8488745980707395,264,0.29590865842055186,311,1051
9.107410430908203,0.75,273,0.346336822074215,364,1051
9.107410430908203,0.6572237960339944,232,0.32594644506001846,353,1083
9.107410430908203,0.49830508474576274,147,0.2346857597454256,295,1257
9.107410430908203,0.9202898550724637,508,0.42823894491854153,552,1289
9.107410430908203,0.7055214723926381,230,0.2918531781557744,326,1117
9.107410430908203,0.8659517426273459,323,0.3339301700984781,373,1117
9.107410430908203,0.8260869565217391,266,0.288272157564906,322,1117
9.107410430908203,0.6771653543307087,172,0.22739480752014324,254,1117
9.107410430908203,0.8,436,0.3353846153846154,545,1625
9.107410430908203,0.6528599605522682,331,0.2658626114315679,507,1907
9.107410430908203,0.858139534883721,369,0.3335919317300233,430,1289
9.107410430908203,0.8888888888888888,432,0.3770364623739333,486,1289
9.107410430908203,0.7777777777777778,294,0.2932505818463926,378,1289
9.107410430908203,0.5807560137457045,169,0.22575640031031807,291,1289
9.107410430908203,0.9563981042654028,1009,0.5532249606712113,1055,1907
9.107410430908203,0.8575305291723202,632,0.3226795096322242,737,2284
9.107410430908203,0.8005908419497785,542,0.3144449605202044,677,2153
9.107410430908203,0.8135048231511254,506,0.28769657724329323,622,2162
9.107410430908203,0.7598627787307033,443,0.3091198303287381,583,1886
9.107410430908203,0.6216216216216216,276,0.2732307692307692,444,1625
9.107410430908203,0.8282988871224165,521,0.34503565551289084,629,1823
9.107410430908203,0.9251101321585903,630,0.41907692307692307,681,1625
9.107410430908203,0.8745019920318725,439,0.3089230769230769,502,1625
9.107410430908203,0.6946564885496184,273,0.24184615384615385,393,1625
9.107410430908203,0.9398148148148148,1015,0.47285464098073554,1080,2284
9.107410430908203,0.9182590233545648,865,0.43752902926149556,942,2153
9.107410430908203,0.8867924528301887,799,0.4167437557816836,901,2162
9.107410430908203,0.8128571428571428,569,0.36706869428421607,700,1907
9.107410430908203,0.7222222222222222,390,0.2831672784478238,540,1907
9.107410430908203,0.7170474516695958,408,0.2983744100681699,569,1907
9.107410430908203,0.8842652795838751,680,0.4032511798636602,769,1907
9.107410430908203,0.8641221374045801,566,0.3434714210802307,655,1907
9.107410430908203,0.7244258872651357,347,0.2511798636601993,479,1907
9.107410430908203,0.9902971497877502,1633,0.7219789842381786,1649,2284
9.107410430908203,0.9781021897810219,1340,0.5998248686514887,1370,2284
9.107410430908203,0.8745837957824639,788,0.3944833625218914,901,2284
9.107410430908203,0.7526717557251908,493,0.28677758318739055,655,2284
9.107410430908203,0.7357357357357357,490,0.29159369527145357,666,2284
9.107410430908203,0.804177545691906,616,0.3353765323992995,766,2284
9.107410430908203,0.6729776247848537,391,0.2543782837127846,581,2284
9.107410430908203,0.9852941176470589,1407,0.6604995374653099,1428,2162
9.107410430908203,0.8796400449943758,782,0.41291221551323737,889,2153
9.107410430908203,0.7531645569620253,476,0.29354389224338134,632,2153
9.107410430908203,0.7420886075949367,469,0.29354389224338134,632,2153
9.107410430908203,0.7825443786982249,529,0.31398049233627495,676,2153
9.107410430908203,0.6544401544401545,339,0.24059451927542963,518,2153
9.107410430908203,0.8896034297963559,830,0.4315448658649399,933,2162
9.107410430908203,0.7729393468118196,497,0.29740980573543013,643,2162
9.107410430908203,0.764612954186414,484,0.29278445883441256,633,2162
9.107410430908203,0.7866847826086957,579,0.3404255319148936,736,2162
9.107410430908203,0.6793893129770993,356,0.242368177613321,524,2162
9.107410430908203,0.928164196123147,814,0.4650053022269353,877,1886
9.107410430908203,0.8916256157635468,724,0.4305408271474019,812,1886
9.107410430908203,0.8153034300791556,618,0.4019088016967126,758,1886
9.107410430908203,0.7378472222222222,425,0.3054082714740191,576,1886
9.107410430908203,0.5943877551020408,233,0.20784729586426298,392,1886
9.107410430908203,0.968421052631579,920,0.5997474747474747,950,1584
9.107410430908203,0.7956656346749226,514,0.35436094349972574,646,1823
9.107410430908203,0.6739130434782609,341,0.33891493636972536,506,1493
9.107410430908203,0.4456824512534819,160,0.24045545880776958,359,1493
9.107410430908203,0.36923076923076925,144,0.261219022103148,390,1493
9.107410430908203,0.5357142857142857,240,0.25776754890678943,448,1738
