SIFT_총시간,ip / tp,Inlier match count,tp / kp,tiepoint count,keypoint
14.58495044708252,0.70995670995671,656,0.39069767441860465,924,2365
14.58495044708252,0.5058977719528178,386,0.28608923884514437,763,2667
14.58495044708252,0.4794326241134752,338,0.2875203915171289,705,2452
14.58495044708252,0.7272727272727273,736,0.37945256842894637,1012,2667
14.58495044708252,0.5238095238095238,429,0.3463002114164905,819,2365
14.58495044708252,0.3784530386740331,274,0.30229645093945723,724,2395
14.58495044708252,0.5214368482039398,450,0.3368462138953942,863,2562
14.58495044708252,0.8195555555555556,922,0.421822272215973,1125,2667
14.58495044708252,0.6205714285714286,543,0.32808398950131235,875,2667
14.58495044708252,0.5245046923879041,503,0.33391364902506965,959,2872
14.58495044708252,0.6686320754716981,567,0.35407098121085595,848,2395
14.58495044708252,0.5606060606060606,481,0.28523936170212766,858,3008
14.58495044708252,0.5240963855421686,435,0.27565592826303553,830,3011
14.58495044708252,0.7648673376029277,836,0.36336436170212766,1093,3008
14.58495044708252,0.7774674115456238,835,0.35669212886084356,1074,3011
14.58495044708252,0.5814220183486238,507,0.30362116991643456,872,2872
14.58495044708252,0.410958904109589,300,0.2849336455893833,730,2562
14.58495044708252,0.888328530259366,1233,0.4609764197940883,1388,3011
14.58495044708252,0.6926070038910506,712,0.34175531914893614,1028,3008
14.58495044708252,0.4065934065934066,333,0.2722739361702128,819,3008
14.58495044708252,0.7052826691380908,761,0.3583527067419462,1079,3011
14.58495044708252,0.3898305084745763,322,0.27432746595815344,826,3011
14.58495044708252,0.3997709049255441,349,0.26559172497718286,873,3287
14.58495044708252,0.4319912948857454,397,0.2766405779650813,919,3322
14.58495044708252,0.6812015503875969,703,0.3593314763231198,1032,2872
14.58495044708252,0.409148665819568,322,0.27402506963788303,787,2872
14.58495044708252,0.5347091932457786,570,0.2715923566878981,1066,3925
14.58495044708252,0.7269116186693148,732,0.39305230288836845,1007,2562
14.58495044708252,0.4107142857142857,345,0.282163251595566,840,2977
14.58495044708252,0.49185667752442996,453,0.28709476309226933,921,3208
14.58495044708252,0.7195121951219512,708,0.33053409472623446,984,2977
14.58495044708252,0.3972772277227723,321,0.26242286456641767,808,3079
14.58495044708252,0.5080459770114942,442,0.2892287234042553,870,3008
14.58495044708252,0.6842105263157895,754,0.35790841182202016,1102,3079
14.58495044708252,0.3218249075215783,261,0.25463108320251177,811,3185
14.58495044708252,0.4399524375743163,370,0.28249916022841787,841,2977
14.58495044708252,0.6199407699901284,628,0.31805337519623234,1013,3185
14.58495044708252,0.34,255,0.24358557973367975,750,3079
14.58495044708252,0.4080664294187426,344,0.2650943396226415,843,3180
14.58495044708252,0.6670061099796334,655,0.30832025117739403,982,3185
14.58495044708252,0.2862957937584803,211,0.2313971742543171,737,3185
14.58495044708252,0.40093240093240096,344,0.26174496644295303,858,3278
14.58495044708252,0.6048565121412803,548,0.32345590860407,906,2801
14.58495044708252,0.31273644388398486,248,0.25367882277671144,793,3126
14.58495044708252,0.2976995940460081,220,0.2465799132465799,739,2997
14.58495044708252,0.39311163895486934,331,0.255771567436209,842,3292
14.58495044708252,0.6273885350318471,591,0.30134357005758156,942,3126
14.58495044708252,0.402187120291616,331,0.2746079412746079,823,2997
14.58495044708252,0.24902216427640156,191,0.2502446982055465,767,3065
14.58495044708252,0.3715319662243667,308,0.2502263809236342,829,3313
14.58495044708252,0.44222222222222224,398,0.28790786948176583,900,3126
14.58495044708252,0.27169811320754716,216,0.2543186180422265,795,3126
14.58495044708252,0.25748502994011974,215,0.25234209731036567,835,3309
14.58495044708252,0.591937069813176,602,0.33181076672104404,1017,3065
14.58495044708252,0.5350701402805611,534,0.30160169235418555,998,3309
14.58495044708252,0.29975429975429974,244,0.2456987624509508,814,3313
14.58495044708252,0.7974594213126324,1130,0.42822605016621335,1417,3309
14.58495044708252,0.4078794901506373,352,0.2604889827950498,863,3313
14.58495044708252,0.2719298245614035,217,0.24240583232077764,798,3292
14.58495044708252,0.3935135135135135,364,0.27920313914880773,925,3313
14.58495044708252,0.1834975369458128,149,0.2453913569054095,812,3309
14.58495044708252,0.21857304643261607,193,0.2302477183833116,883,3835
14.58495044708252,0.21231422505307856,200,0.24184852374839538,942,3895
14.58495044708252,0.5968342644320298,641,0.3241774826441292,1074,3313
14.58495044708252,0.2791293213828425,218,0.2357380018110474,781,3313
14.58495044708252,0.3272921108742004,307,0.2620111731843575,938,3580
14.58495044708252,0.6884939195509823,736,0.324726609963548,1069,3292
14.58495044708252,0.38006952491309387,328,0.26215066828675576,863,3292
14.58495044708252,0.343646408839779,311,0.27490886998784936,905,3292
14.58495044708252,0.6967213114754098,765,0.3349603416717511,1098,3278
14.58495044708252,0.44277456647398844,383,0.26388041488712627,865,3278
14.58495044708252,0.37670384138785623,304,0.24618669920683345,807,3278
14.58495044708252,0.705244122965642,780,0.34779874213836476,1106,3180
14.58495044708252,0.3948019801980198,319,0.2540880503144654,808,3180
14.58495044708252,0.3462033462033462,269,0.24433962264150944,777,3180
14.58495044708252,0.7008234217749314,766,0.36336436170212766,1093,3008
14.58495044708252,0.3949771689497717,346,0.2730673316708229,876,3208
14.58495044708252,0.33292978208232443,275,0.26636568848758463,826,3101
14.58495044708252,0.6937086092715232,838,0.3765586034912718,1208,3208
14.58495044708252,0.4688715953307393,482,0.2619108280254777,1028,3925
14.58495044708252,0.4609544468546638,425,0.29195693476884105,922,3158
14.58495044708252,0.730305180979418,1029,0.35898089171974523,1409,3925
14.58495044708252,0.5402843601895735,570,0.3209613629449346,1055,3287
14.58495044708252,0.5347288296860133,562,0.3163756773028296,1051,3322
14.58495044708252,0.498545101842871,514,0.310823032861019,1031,3317
14.58495044708252,0.767277856135402,1088,0.36127388535031846,1418,3925
14.58495044708252,0.7370689655172413,1026,0.35464968152866244,1392,3925
14.58495044708252,0.5188199389623601,510,0.2504458598726115,983,3925
14.58495044708252,0.5540540540540541,656,0.30165605095541403,1184,3925
14.58495044708252,0.8903635314483554,1543,0.5216736905478627,1733,3322
14.58495044708252,0.584942084942085,606,0.31518101612412536,1036,3287
14.58495044708252,0.44845908607863977,422,0.2862792820200791,941,3287
14.58495044708252,0.42996742671009774,396,0.2801947064192273,921,3287
14.58495044708252,0.5969725638599811,631,0.3181818181818182,1057,3322
14.58495044708252,0.4267515923566879,402,0.28356411800120407,942,3322
14.58495044708252,0.4226254002134472,396,0.28205900060204697,937,3322
14.58495044708252,0.7538071065989848,891,0.3650401482396541,1182,3238
14.58495044708252,0.7244165170556554,807,0.35197472353870457,1114,3165
14.58495044708252,0.5209756097560976,534,0.2807450013694878,1025,3651
14.58495044708252,0.3957399103139013,353,0.2689176967138981,892,3317
14.58495044708252,0.8966861598440545,1380,0.4752933909820877,1539,3238
14.58495044708252,0.6141592920353982,694,0.30950424541221583,1130,3651
14.58495044708252,0.3969631236442516,366,0.277962013867953,922,3317
14.58495044708252,0.6431642304385211,748,0.31854286496850176,1163,3651
14.58495044708252,0.48131868131868133,438,0.274344287006331,910,3317
14.58495044708252,0.45532831001076424,423,0.2817713072490143,929,3297
14.58495044708252,0.44175824175824174,402,0.29194738530638437,910,3117
14.58495044708252,0.7214714714714715,961,0.3648315529991783,1332,3651
14.58495044708252,0.46465696465696466,447,0.263489454943851,962,3651
14.58495044708252,0.5443732845379688,595,0.2993700356066831,1093,3651
14.58495044708252,0.6903553299492385,816,0.35634609586976185,1182,3317
14.58495044708252,0.3852013057671382,354,0.2770575821525475,919,3317
14.58495044708252,0.5289499509322866,539,0.2918098510882016,1019,3492
14.58495044708252,0.7080851063829787,832,0.3720709309689677,1175,3158
14.58495044708252,0.368944099378882,297,0.25490816972767577,805,3158
14.58495044708252,0.48704663212435234,470,0.296740467404674,965,3252
14.58495044708252,0.6598984771573604,650,0.31763947113834246,985,3101
14.58495044708252,0.36363636363636365,304,0.26959045469203485,836,3101
14.58495044708252,0.36790393013100436,337,0.26405304122225426,916,3469
14.58495044708252,0.6828793774319066,702,0.3488293179504581,1028,2947
14.58495044708252,0.40023474178403756,341,0.2597560975609756,852,3280
14.58495044708252,0.32667617689015693,229,0.2105737458696305,701,3329
14.58495044708252,0.6390154968094804,701,0.33445121951219514,1097,3280
14.58495044708252,0.27880184331797236,242,0.2424581005586592,868,3580
14.58495044708252,0.30759651307596514,247,0.25936692506459946,803,3096
14.58495044708252,0.5660211267605634,643,0.31731843575418994,1136,3580
14.58495044708252,0.22857142857142856,208,0.23728813559322035,910,3835
14.58495044708252,0.30590961761297797,264,0.263109756097561,863,3280
