ORB_총시간,ip / tp,Inlier match count,tp / kp,tiepoint count,keypoint
0.8890137672424316,0.6467661691542289,130,0.402,201,500
0.8890137672424316,0.558282208588957,91,0.326,163,500
0.8890137672424316,0.4482758620689655,65,0.29,145,500
0.8890137672424316,0.9731343283582089,326,0.67,335,500
0.8890137672424316,0.4074074074074074,66,0.324,162,500
0.8890137672424316,0.32748538011695905,56,0.342,171,500
0.8890137672424316,0.33974358974358976,53,0.312,156,500
0.8890137672424316,0.4,74,0.37,185,500
0.8890137672424316,0.38562091503267976,59,0.306,153,500
0.8890137672424316,0.3901098901098901,71,0.364,182,500
0.8890137672424316,0.7074468085106383,133,0.376,188,500
0.8890137672424316,0.5771428571428572,101,0.35,175,500
0.8890137672424316,0.4909090909090909,81,0.33,165,500
0.8890137672424316,0.3878787878787879,64,0.33,165,500
0.8890137672424316,0.9632107023411371,288,0.598,299,500
0.8890137672424316,0.7747252747252747,141,0.364,182,500
0.8890137672424316,0.5590062111801242,90,0.322,161,500
0.8890137672424316,0.7413793103448276,129,0.348,174,500
0.8890137672424316,0.5919540229885057,103,0.348,174,500
0.8890137672424316,0.6341463414634146,104,0.328,164,500
0.8890137672424316,0.4819277108433735,80,0.332,166,500
0.8890137672424316,0.8595744680851064,202,0.47,235,500
0.8890137672424316,0.7722222222222223,139,0.36,180,500
0.8890137672424316,0.6804733727810651,115,0.338,169,500
0.8890137672424316,0.9139344262295082,223,0.488,244,500
0.8890137672424316,0.5306122448979592,78,0.294,147,500
0.8890137672424316,0.7208121827411168,142,0.394,197,500
0.8890137672424316,0.8041237113402062,156,0.388,194,500
0.8890137672424316,0.41379310344827586,60,0.29,145,500
0.8890137672424316,0.7772020725388601,150,0.386,193,500
0.8890137672424316,0.732620320855615,137,0.374,187,500
0.8890137672424316,0.5153374233128835,84,0.326,163,500
0.8890137672424316,0.631578947368421,108,0.342,171,500
0.8890137672424316,0.8377192982456141,191,0.456,228,500
0.8890137672424316,0.3836477987421384,61,0.318,159,500
0.8890137672424316,0.5766871165644172,94,0.326,163,500
0.8890137672424316,0.6836158192090396,121,0.354,177,500
0.8890137672424316,0.27848101265822783,44,0.316,158,500
0.8890137672424316,0.6174863387978142,113,0.366,183,500
0.8890137672424316,0.8064516129032258,150,0.372,186,500
0.8890137672424316,0.4779874213836478,76,0.318,159,500
0.8890137672424316,0.5287356321839081,92,0.348,174,500
0.8890137672424316,0.726027397260274,159,0.438,219,500
0.8890137672424316,0.582010582010582,110,0.378,189,500
0.8890137672424316,0.44654088050314467,71,0.318,159,500
0.8890137672424316,0.4041095890410959,59,0.292,146,500
0.8890137672424316,0.916,229,0.5,250,500
0.8890137672424316,0.4656084656084656,88,0.378,189,500
0.8890137672424316,0.35294117647058826,60,0.34,170,500
0.8890137672424316,0.31976744186046513,55,0.344,172,500
0.8890137672424316,0.519774011299435,92,0.354,177,500
0.8890137672424316,0.37714285714285717,66,0.35,175,500
0.8890137672424316,0.3502824858757062,62,0.354,177,500
0.8890137672424316,0.7358490566037735,156,0.424,212,500
0.8890137672424316,0.6288659793814433,122,0.388,194,500
0.8890137672424316,0.4911242603550296,83,0.338,169,500
0.8890137672424316,0.9216417910447762,247,0.536,268,500
0.8890137672424316,0.4880952380952381,82,0.336,168,500
0.8890137672424316,0.2679738562091503,41,0.306,153,500
0.8890137672424316,0.6387096774193548,99,0.31,155,500
0.8890137672424316,0.30405405405405406,45,0.296,148,500
0.8890137672424316,0.3424657534246575,50,0.292,146,500
0.8890137672424316,0.6629834254143646,120,0.362,181,500
0.8890137672424316,0.3724137931034483,54,0.29,145,500
0.8890137672424316,0.36054421768707484,53,0.294,147,500
0.8890137672424316,0.8368421052631579,159,0.38,190,500
0.8890137672424316,0.5403726708074534,87,0.322,161,500
0.8890137672424316,0.4533333333333333,68,0.3,150,500
0.8890137672424316,0.8868778280542986,196,0.442,221,500
0.8890137672424316,0.5178571428571429,87,0.336,168,500
0.8890137672424316,0.6931818181818182,122,0.352,176,500
0.8890137672424316,0.7333333333333333,143,0.39,195,500
0.8890137672424316,0.3618421052631579,55,0.304,152,500
0.8890137672424316,0.6971428571428572,122,0.35,175,500
0.8890137672424316,0.7608695652173914,140,0.368,184,500
0.8890137672424316,0.5723270440251572,91,0.318,159,500
0.8890137672424316,0.7806122448979592,153,0.392,196,500
0.8890137672424316,0.8906882591093117,220,0.494,247,500
0.8890137672424316,0.7745098039215687,158,0.408,204,500
0.8890137672424316,0.7283236994219653,126,0.346,173,500
0.8890137672424316,0.8874458874458875,205,0.462,231,500
0.8890137672424316,0.5414364640883977,98,0.362,181,500
0.8890137672424316,0.7487179487179487,146,0.39,195,500
0.8890137672424316,0.6764705882352942,138,0.408,204,500
0.8890137672424316,0.40853658536585363,67,0.328,164,500
0.8890137672424316,0.5235294117647059,89,0.34,170,500
0.8890137672424316,0.7777777777777778,154,0.396,198,500
0.8890137672424316,0.8833333333333333,212,0.48,240,500
0.8890137672424316,0.8333333333333334,165,0.396,198,500
0.8890137672424316,0.6024844720496895,97,0.322,161,500
0.8890137672424316,0.8686868686868687,172,0.396,198,500
0.8890137672424316,0.8425925925925926,182,0.432,216,500
0.8890137672424316,0.6823529411764706,116,0.34,170,500
0.8890137672424316,0.6228571428571429,109,0.35,175,500
0.8890137672424316,0.8008849557522124,181,0.452,226,500
0.8890137672424316,0.8246445497630331,174,0.422,211,500
0.8890137672424316,0.8324607329842932,159,0.382,191,500
0.8890137672424316,0.5696969696969697,94,0.33,165,500
0.8890137672424316,0.9726962457337884,285,0.586,293,500
0.8890137672424316,0.8097826086956522,149,0.368,184,500
0.8890137672424316,0.6158536585365854,101,0.328,164,500
0.8890137672424316,0.8627450980392157,176,0.408,204,500
0.8890137672424316,0.6243654822335025,123,0.394,197,500
0.8890137672424316,0.7631578947368421,174,0.456,228,500
0.8890137672424316,0.6,105,0.35,175,500
0.8890137672424316,0.8421052631578947,192,0.456,228,500
0.8890137672424316,0.6318681318681318,115,0.364,182,500
0.8890137672424316,0.8841201716738197,206,0.466,233,500
0.8890137672424316,0.4853801169590643,83,0.342,171,500
0.8890137672424316,0.7941176470588235,162,0.408,204,500
0.8890137672424316,0.35443037974683544,56,0.316,158,500
0.8890137672424316,0.7014925373134329,141,0.402,201,500
